ref	subsections
189:4	Die fünf Frauen | Jesus erscheint Maria Magdalena 
189:5	Zweite Erscheinung – Maria Magdalena 
190:2	Erscheinung vor seinem Bruder Jakobus | Erscheinung vor seiner irdischen Familie 
191:0	Reaktionen der einzelnen Apostel 
191:3	Stadien der Morontia-Progression 
191:5	„Selig sind die in den kommenden Zeitaltern …“ 
192:1	„Jungs, habt ihr etwas gefangen?“ 
193:0	Die sechzehnte Erscheinung (im Hof ​​des Nikodemus) 
194:0	Das neue Evangelium über Jesus 
194:2	Die Mission des Geistes der Wahrheit | Die dreifache geistliche Gabe des Menschen | Die sieben höheren geistlichen Einflüsse 
195:0	Gründe für den Triumph des Christentums im Abendland | Kompromisse der frühen Christen 
196:0	Jesu lebendiger Glaube an Gott | „Trachtet zuerst nach dem Himmelreich.“ | „Warum nennt ihr mich gut?“ | Was das Gebet für Jesus bedeutete | Jesu kindlicher Glaube an Gott 
196:2	Die Religion über Jesus | Religion als persönliche Erfahrung 
196:3	Fakt, Idee und Beziehung | Vernunft, Weisheit und Glaube | Ding, Bedeutung und Wert | Wenn nicht ein göttlicher Liebender im Menschen wohnte … | Moral und Religion | Der Vater ist lebendige Liebe
