ref	subsections
186:2	"Pilatus oikeudenkäynnissä Jeesuksen edessä." | "Katso, Jumala ja ihminen!" 
187:1	”Jerusalemin tyttäret, älkää minua itkekö...” | Simon Kyreneläinen | 
187:4	Jeesuksen käsky Johannes 
188:0	Joosefille ja Nikodemokselle Pilatuksen edessä | 
188:3	Mitä Jeesus suositteli Isän käsiin? | Jeesuksen persoonallisuuden tila | 
189:3	Personoidun Suuntaajan lähtö 
189:4	| Viisi naista | Jeesus ilmestyy Maria Magdaleenalle | 
189:5	Toinen ilmestyminen - Maria Magdaleenalle | 
190:2	Ilmestyminen veljelleen Jaakobille | Ilmestyminen maalliselle perheelleen | 
191:0	Yksittäisten apostolien reaktiot | 
191:3	Morontiakehityksen vaiheet | 
191:5	”Autuaita ovat ne, jotka tulevat...” | 
192:1	”Pojat, oletteko saaneet mitään kiinni?” 
193:0	Kuudestoista ilmestyminen (Nikodeemoksen pihalla) 
194:0	Uusi evankeliumi Jeesuksesta 
194:2	Totuuden Hengen tehtävä|Ihmisen kolminkertainen hengellinen lahja|Seitsemän korkeampaa hengellistä vaikutusta 
195:0	Syyt kristinuskon voittoon länsimaissa|Varhainen kristinusko tekee kompromissin 
196:0	Jeesuksen elävän uskon suhteen Jumalaan|"Etsikää ensin taivasten valtakuntaa."|"Miksi kutsut minua hyväksi?"|Mitä rukous merkitsi Jeesukselle|Jeesuksen lapsenomainen usko Jumalaan 
196:2	Uskonto Jeesuksesta|Uskonto henkilökohtaisena kokemuksena 
196:3	Fakta, idea ja suhde|Järki, viisaus ja usko|Asia, merkitys ja arvo|Ellei ihmisessä asuisi jumalallinen rakastaja...|Moraalius ja uskonto|Isä on elävä rakkaus
