ref	subsections
149:2	Δύο λάθη του πρώιμου Χριστιανισμού|Η φήμη του Ιησού ως θεραπευτή|Η αναγνώριση της ισότητας των γυναικών από μέρους του|Η γοητεία της προσωπικότητάς του
149:4	Σχόλια για το θυμό|Σχετικά με ισορροπημένους χαρακτήρες
150:3	Διάλεξη με θέμα «Μαγεία και Δεισιδαιμονία»
151:5	Η καταιγίδα στη λίμνη
152:0	Βερονίκη Καισαρείας-Φιλιππής
152:6	Περισσότερα για την παραβολή του σπορέα
153:2	«Εγώ είμαι ο άρτος της ζωής».
153:4	Το αγόρι που είχε καταληφθεί από το κακό πνεύμα | «Πώς μπορεί ο Σατανάς να διώξει τον Σατανά;»
153:5	Η εγκατάλειψη των μισοκαρδίων οπαδών
154:2	Κλείσιμο των συναγωγών
154:4	«Τι θα κάνουμε με τον Ιησού;»
155:3	Αλήθεια και πίστη | Προέλευση των θρησκευτικών παραδόσεων
156:2	«Αυτός ο κόσμος είναι απλώς μια γέφυρα...»
156:5	Παραβολή του ανόητου ξυλουργού|Πειρασμός και ανθρώπινη φύση|Τα βασικά στοιχεία της υλικής επιτυχίας|Πνευματική ζωή και αυτοσεβασμός|Ιδανικά και ιδέες|Διακριτικότητα, γοητεία και σοφία
156:6	Η στάση των Εβραίων ηγετών
157:0	Ο Ιησούς προσπαθεί να δει την οικογένειά του
157:1	«Το ψάρι με ένα σέκελ στο στόμα του.»
157:3	«Ποιος λένε οι άνθρωποι ότι είμαι;»
157:6	Τα τέσσερα στάδια της ζωής του Ιησού | Νέες έγκυρες δηλώσεις
158:4	Ιάκωβος του Σαφέντ
158:5	«Πιστεύω Κύριε, βοήθησέ με στην απιστία μου».
159:1	«Πόσες φορές θα αμαρτήσει εναντίον μου ο αδελφός μου;» | Παραβολή για τον απολογισμό με τους οικονόμους | Κίνδυνοι προσωπικής κρίσης
159:4	«Ποια είναι η αλήθεια για τις Γραφές;»
159:5	«... κουβαλήστε το σακίδιο για ένα δεύτερο μίλι.»
160:1	Οι τρεις κινητήριες δυνάμεις της ζωής | Επίλυση προβλημάτων και λατρευτικός στοχασμός | Προκατάληψη και αναγνώριση της αλήθειας
160:2	Κοινωνικοποιητική αξία της φιλίας | Η μεγάλη αξία του γάμου
160:4	Βασικά στοιχεία της εγκόσμιας ζωής|Παράγοντες υλικής επιτυχίας|Η έννοια της αποτυχίας
160:5	Τι είναι η θρησκεία;|Η ιδέα του Θεού και το ιδανικό του Θεού|Ο Πατέρας είναι η τελική αξία|«Αλλά είμαστε πρόθυμοι να πληρώσουμε το τίμημα .....;»
161:1	Οι πέντε πόντοι του Ναθάνιελ
161:2	Ομιλία από τον Ναθαναήλ και τον Θωμά
161:3	Οι απόψεις των μεσοπρόθεσμων
162:0	«Δάσκαλε... πρόσταξε να κατέβει φωτιά από τον ουρανό...»
162:2	Ο Έβερ, ο αξιωματούχος του Σάνχεδριν
163:1	Η σοδειά είναι άφθονη, αλλά οι εργάτες λίγοι
163:2	Πλούτος και αγάπη για τον πλούτο
163:3	Παραβολή των εργατών στον αμπελώνα
163:4	Οδηγίες του Ιησού | Κήρυγμα χειροτονίας του Πέτρου
165:3	«Προσέχετε από το προζύμι των Φαρισαίων...» | «...και οι τρίχες του κεφαλιού σας είναι μετρημένες»
165:4	Παραβολή του άφρονα πλούσιου ανθρώπου|«Όπου είναι ο θησαυρός σου, εκεί θα είναι και η καρδιά σου».|«Τι θα ωφεληθείς αν κερδίσεις ολόκληρο τον κόσμο .....;»
165:5	«Σκεφτείτε τα κρίνα, πώς μεγαλώνουν...»
166:1	Τελετουργικό πλύσιμο χεριών
166:3	Ο ευθύς και στενός δρόμος|Πολλοί από αυτούς που είναι πρώτοι θα είναι τελευταίοι|«Στέκομαι στην πόρτα και χτυπώ»
166:4	Η μεταγενέστερη διακονία και ο θάνατος του Άμπνερ
167:1	Θεραπεύοντας τον πιστό|«...μην κάθεσαι στην κύρια θέση...»
167:5	Ο Φαρισαίος και ο τελώνης | Διδασκαλία για τον γάμο
167:6	Η ομορφιά ως επιρροή στη λατρεία
168:0	«Εγώ είμαι η ανάσταση και η ζωή…»
168:3	«Είναι καλύτερα να πεθάνει ένας άνθρωπος...»
169:0	Οι κατηγορίες του Σάνχεδριν εναντίον του Ιησού
169:4	Ο Ιησούς έζησε ως αποκάλυψη του Θεού | Ελοχίμ και Γιαχβέ
170:2	Αμαρτία και συγχώρεση
170:5	Κοινωνική αδελφότητα και πνευματική αδελφότητα|Ένας άλλος και μεγαλύτερος Ιωάννης ο Βαπτιστής|Χριστιανισμός και το Ευαγγέλιο του Ιησού
171:0	«... υποσχέσου μου ότι αυτοί οι γιοι μου θα έχουν τιμή .....»
171:1	Αργότερα χρόνια του Δαβίδ Ζεβεδαίου | Αντιόχεια και Φιλαδέλφεια
171:3	Αντίο στον Άβενηρ
171:4	Πέτρος και Σίμων και τα 100 σπαθιά | Προειδοποίηση για τους φιλικούς Φαρισαίους
171:8	Η ερμηνεία της παραβολής από τον Ναθαναήλ
172:1	Η Μαρία αλείφει τα πόδια του Ιησού | Ο Ιησούς επιπλήττει τον Ιούδα
172:4	Το λεπτό της χήρας
173:2	«Το βάπτισμα του Ιωάννη, από πού ήταν;»
173:4	Η πέτρα που απέρριψαν οι οικοδόμοι
173:5	«Καταστρέψτε αυτόν τον ναό και... εγώ θα τον ανεγείρω».
174:0	Ατομικοί χαιρετισμοί στους δώδεκα
174:2	Είναι νόμιμο να δίνουμε φόρο στον Καίσαρα;
174:4	Ο Λυτρωτής, τίνος γιος είναι;
174:5	«...εκτός αν ο κόκκος σιταριού πέσει στη γη και πεθάνει...» | «...αν υψωθώ... στη ζωή σας...»
175:1	«Γενιά με γενιά στείλαμε τους προφήτες μας...»|«...αυτόν που θέλει να είναι ο μεγαλύτερος ανάμεσά σας...»|«Αλίμονο σε εσάς, γραμματείς και Φαρισαίοι, υποκριτές!»|«...εσείς...καθαρίζετε το εξωτερικό του ποτηριού...»|«Και τώρα σας αποχαιρετώ.»
175:4	Η τελική απόφαση του Ιούδα
176:2	Η αφήγηση στο Ευαγγέλιο του Ματθαίου
176:3	Παραβολή των ταλάντων|«Συνεχίστε μέχρι να έρθω».|Σχόλια για την ανάπτυξη της ζωντανής αλήθειας
177:1	Ο Τζον Μαρκ και το καλάθι με το μεσημεριανό γεύμα
177:5	Προσοχή στην υποστήριξη του πλήθους
178:1	Μάθε να είσαι πιστός ακόμα και στην ευημερία | Μην βάζεις σε πειρασμό τους αγγέλους της επιτήρησής σου
178:2	Ο Δαβίδ απαλλάσσει τον Ιούδα από τον «σάκο» | Ρυθμίσεις για τον Μυστικό Δείπνο
180:1	«...αγαπάτε αλλήλους καθώς εγώ σας αγάπησα».
180:3	«Ας μην ταράζεται η καρδιά σας». | «Δάσκαλε, δείξε μας τον Πατέρα...»
180:5	Σχόλια για τον χρυσό κανόνα
181:1	«Δίνω στον καθένα σας όλα όσα θα λάβει.» | «Ας μην ταραχθεί η καρδιά σας.»
182:1	Η διεύρυνση της αποκάλυψης του ονόματος του Θεού από τον Ιησού
182:2	Αποστολή του δρομέα στον Αβενήρ | Αποχαιρετισμός του Δαβίδ Ζεβεδαίου
182:3	Το πνεύμα είναι πρόθυμο, αλλά η σάρκα είναι αδύναμη
184:4	Μια νέα αποκάλυψη του ανθρώπου στον Θεό
185:2	Οι γραπτές κατηγορίες του δικαστηρίου του Σανχεντρίστ
185:6	Το μαστίγωμα του Ιησού | «Ιδού ο άνθρωπος!»
186:0	Η οικογένεια του Ιησού στη Βηθανία
186:1	Τα τριάντα ασημένια νομίσματα
186:2	«Ο Πιλάτος δικάζεται ενώπιον του Ιησού». | «Ιδού ο Θεός και ο άνθρωπος!»
187:1	«Κόρες της Ιερουσαλήμ, μην κλαίτε για μένα...» | Σίμων ο Κυρήνης
187:4	Η εντολή του Ιησού προς τον Ιωάννη
188:0	Ο Ιωσήφ και ο Νικόδημος ενώπιον του Πιλάτου
188:3	Τι παρέδωσε ο Ιησούς στα χέρια του Πατέρα; | Κατάσταση της προσωπικότητας του Ιησού
189:3	Αναχώρηση του Εξατομικευμένου Προσαρμοστή
189:4	Οι πέντε γυναίκες | Ο Ιησούς εμφανίζεται στη Μαρία τη Μαγδαληνή
189:5	Δεύτερη εμφάνιση - στη Μαρία Μαγδαληνή
190:2	Εμφάνιση στον αδελφό του Ιάκωβο | Εμφάνιση στην επίγεια οικογένειά του
191:0	Αντιδράσεις των μεμονωμένων αποστόλων
191:3	Στάδια της μοροντιανής προόδου
191:5	«Μακάριοι οι εις τους μέλλοντας αιώνας...»
192:1	«Παιδιά, πιάσατε τίποτα;»
193:0	Η δέκατη έκτη εμφάνιση (αυλή του Νικοδήμου)
194:0	Το νέο ευαγγέλιο για τον Ιησού
194:2	Η αποστολή του Πνεύματος της Αλήθειας|Το τριπλό πνευματικό χάρισμα του ανθρώπου|Οι επτά ανώτερες πνευματικές επιρροές
195:0	Λόγοι για τον θρίαμβο του Χριστιανισμού στη Δύση | Συμβιβασμοί των πρώτων Χριστιανών
196:0	Η ζωντανή πίστη του Ιησού στον Θεό|«Ζητήστε πρώτα τη βασιλεία των ουρανών».|«Γιατί με ονομάζεις αγαθό;»|Τι σήμαινε η προσευχή για τον Ιησού|Παιδική πίστη του Ιησού στον Θεό
196:2	Η θρησκεία για τον Ιησού | Η θρησκεία ως προσωπική εμπειρία
196:3	Γεγονός, ιδέα και σχέση|Λογική, σοφία και πίστη|Πράγμα, νόημα και αξία|Εκτός αν ένας θεϊκός εραστής ζούσε στον άνθρωπο...|Ηθική και θρησκεία|Ο Πατέρας είναι η ζωντανή αγάπη
