#https://urantia-book.org/urantiabook/bible_refs/Acts_1.html

Book	Ch:Vs	1st Ed Page:Line	Paper:Sec:Ppgh	Key Words	Class
Acts of the Apostles	13:33	232:33-35	20:10.1/1-5	Only begotten Son	C
Acts of the Apostles	13:33	1522:44-47	136:9.7/10-17	You are my Son, this day...	R
Acts of the Apostles	13:33	234:7	21:0.1/8-9	Only begotten Son	R
Acts of the Apostles	13:33	235:6-8	21:1.2/1-6	Only begotten Sons	C
Acts of the Apostles	13:33	366:15	33:1.1/5-6	Only begotten Son	C
Acts of the Apostles	13:39	1682:46	150:5.3/4-5	Saved by faith+	S
Acts of the Apostles	13:43	1342:16	121:8.8/7	Grace of Lord Jesus Christ	R
Acts of the Apostles	13:46-48	1750:16-17	157:6.10/4-7	Believe truth, have eternal life+	C
Acts of the Apostles	13:46-48	1113:7-8	101:6.8/36	Eternal life+	C
Acts of the Apostles	13:46-48	1409:8	128:1.10/25	Giver of life eternal+	C
Acts of the Apostles	13:46-48	1711:36-37	153:2.11/19-20	Believers have eternal life+	C
Acts of the Apostles	13:46-48	1843:10	168:0.7/4-5	Whosoever believes never dies+	C
Acts of the Apostles	13:46-48	35:36-37	2:2.1/8	Eternal life+	C
Acts of the Apostles	13:46-48	1337:28	121:5.11/5	Life after death+	C
Acts of the Apostles	13:46-48	299:42-43	27:1.5/11	Pt 2: Live forever+	C
Acts of the Apostles	13:46-48	44:5-6	3:0.1/5-6	Everlasting life+	C
Acts of the Apostles	13:46-48	1861:23	170:2.20/6-7	Eternal / everlasting life+	C
Acts of the Apostles	13:46-48	1797:19-30	162:7.5/all	Believers never die+	C
Acts of the Apostles	13:46-48	1792:4-5	162:2.7/8-9	Eternal life+	C
Acts of the Apostles	13:46-48	1957:21-23	181:2.11/18-21	Eternal / everlasting life+	C
Acts of the Apostles	13:46-48	2053:36-37	193:1.2/5-7	Faith Sons never die+	C
Acts of the Apostles	13:46-48	2035:38	190:5.4/54-55	Believers live forever+	C
Acts of the Apostles	13:46-48	1859:36-38	170:2.2/all	Hope for eternal Life+	S
Acts of the Apostles	13:46-48	1642:29-30	146:3.7/8-10	Eternal life+	C
Acts of the Apostles	13:47	2035:16	190:5.4/15	Gospel of Salvation of God+	C
Acts of the Apostles	13:47	2034:3	190:4.1/16-17	Gospel of Salvation+	C
Acts of the Apostles	14:3,26	1342:16	121:8.8/7	Grace of Lord Jesus Christ	R
Acts of the Apostles	14:15	1453:41-42	131:10.2/11-13	God made all things and beings+	C
Acts of the Apostles	14:15	21:9-10	1:0.1/8-11	God created heaven & earth+	C
Acts of the Apostles	14:15	1598:38	142:3.7/3	Universal Creator+	C
Acts of the Apostles	14:15	74:11-12	6:1.3/8-10	God made everything+	C
Acts of the Apostles	14:15	0004:12-13	0:2.9/all	God as Creator of everything+	C
Acts of the Apostles	14:15	1011:32-33	92:6.6/13-14	God created heaven & earth+	C
Acts of the Apostles	14:15	0004:12-13	0:2.9/all	God as Controller+	C
Acts of the Apostles	14:15	34:6	2:1.2/2-3	Faithful and Divine Creator+	C
Acts of the Apostles	14:15	1048:19-21	95:5.9/4-7	God created+	C
Acts of the Apostles	14:15	1454:28-29	131:10.6/4	The Creator+	C
Acts of the Apostles	14:15	1409:7	128:1.10/22-23	Creator of heaven & earth	C
Acts of the Apostles	14:15	1444:5-6	131:2.2/1-3	God created everything+	C
Acts of the Apostles	14:17	1558:41-42	139:6.5/12-14	Came to bring gladness	C
Acts of the Apostles	14:22	1521:13-14	136:8.6/8-10	Enter kingdom via tribulation	R
Acts of the Apostles	14:22	1533:29-31	137:6.5/24-28	Kingdom of tribulation and joy	C
Acts of the Apostles	14:22b	1935:6-7	178:3.4/18-19	Go through tribulation	C
Acts of the Apostles	14:27	2083:33-35	195:9.8/14-18	Expectant faith+	C
Acts of the Apostles	14:27	1545:40	138:8.8/10-11	Faith is the open door	C
Acts of the Apostles	15:5-12	1551:21-22	139:2.7/1-4	Peter defended adding gentiles	C
Acts of the Apostles	15:11,40	1342:16	121:8.8/7	Grace of Lord Jesus Christ	R
Acts of the Apostles	16:17	1016:25	93:3.2/12	Most High+	C
Acts of the Apostles	16:17	488:15	43:3.1/1	Most Highs+	C
Acts of the Apostles	16:17	2035:16	190:5.4/15	Gospel of Salvation of God+	C
Acts of the Apostles	16:17	1015:21-23	93:2.3/5-9	Most High God+	C
Acts of the Apostles	16:17	2034:3	190:4.1/16-17	Gospel of Salvation+	C
Acts of the Apostles	16:30-31,33	1865:14-16	170:5.13/5-8	Admission by faith	S
Acts of the Apostles	16:31	1205:1-2	110:2.2/8-11	Co-operation & consent+	C
Acts of the Apostles	16:37-39	1332:30	121:1.2/6	Paul was a Roman citizen	S
Acts of the Apostles	17:2-3	2092:40-43	196:2.5/12-16	Exaltation of risen Christ+	C
Acts of the Apostles	17:4,17	1333:40-41	121:2.5/1-3	"Devout" gentiles	S
Acts of the Apostles	17:6	2077:26-27	195:6.9/7-8	Turned world upside down	S
Acts of the Apostles	17:22-23	2071:2-4	195:1.1/1-5	Greek Christianity began	S
Acts of the Apostles	17:22-23	962:15-17	87:5.1/11-15	Unknown gods	R
Acts of the Apostles	17:22-25,28	125:29-30	11:8.1/9-10	In God all things consist	C
Acts of the Apostles	17:24,28	125:29	11:8.1/8-9	God is all things	C
Acts of the Apostles	17:24-31	2071:4-6	195:1.1/5-9	Paul's version of gospel	S
Acts of the Apostles	17:25	403:41-45	36:6.1/all	Life, both material and spiritual	C
Acts of the Apostles	17:25	513:29	45:4.3/3	The Breath Giver	R
Acts of the Apostles	17:25	23:14-15	1:1.4/15	Gift of life	C
Acts of the Apostles	17:25	35:38	2:2.1/8	Gives to all life	R
Acts of the Apostles	17:26	593:38-39	52:3.7/4-5	All nations are of one blood	R
Acts of the Apostles	17:27	139:7-8	12:7.12/13-14	God not far	C
Acts of the Apostles	17:28	35:28-29	2:1.11/8-9	In Him we live & move	R
Acts of the Apostles	17:28	1155:21	105:2.11/15-16	Live, move, and have our being	C
Acts of the Apostles	17:28	1283:11-12	117:3.12/5-8	We live, move, have our being	C
Acts of the Apostles	17:28	44:34	3:1.2/11	God is all and in all	C
Acts of the Apostles	17:28	139:10-10	12:7.12/14-16	In God we live & move	C
Acts of the Apostles	17:28	467:27-28	42:1.2/4-5	In him all things consist	C
Acts of the Apostles	17:28	29:42	1:5.16/17-18	In Him we live and move ...	R
Acts of the Apostles	17:28	1900:29-30	174:3.2/30-32	In Him we live & move	S
Acts of the Apostles	17:28	98:32	9:0.4/6-7	In God all things consist	C
Acts of the Apostles	17:28	646:4-5	56:9.14/7-8	God is all and in all things	C
Acts of the Apostles	17:28	638:18	56:1.5/9	Duality of reality	C
Acts of the Apostles	17:28-29	67:33	5:4.8/7	We are children of God+	C
Acts of the Apostles	17:28-29	25:4	1:3.1/5	Offspring of God+	R
Acts of the Apostles	17:28-29	1957:36-37	181:2.12/16-17	Believers, sons of God+	C
Acts of the Apostles	17:28-29	381:27-28	34:6.10/8-9	Sons of God+	C
Acts of the Apostles	17:28-29	1453:39	131:10.2/7-8	We are the children of God+	C
Acts of the Apostles	17:28-29	447:40	40:6.1/1	Faith sons of God+	C
Acts of the Apostles	17:28-29	96:39	8:6.4/13-15	Sons of God+	C
Acts of the Apostles	17:28-29	39:19	2:5.4/8	We are sons of God+	C
Acts of the Apostles	17:28-29	1454:29-30	131:10.6/5-7	Father-child relationship+	C
Acts of the Apostles	17:28-29	1671:40-41	149:2.10/17-19	Sons of living God+	C
Acts of the Apostles	17:28-29	2053:14	193:0.5/16	We are sons of God on earth+	C
Acts of the Apostles	17:28-29	1454:46-47	131:10.8/9-11	Father-child relationship+	C
Acts of the Apostles	17:28-29	1601:18-19	142:5.2/18-20	Children of living God+	C
Acts of the Apostles	17:28-29	1861:30	170:2.20/19	Liberated sons of God+	C
Acts of the Apostles	17:28-29	1590:36	141:4.2/5-6	We are God's children+	C
Acts of the Apostles	17:28-29	2033:15-17	190:3.1/25-28	Gospel of sonship+	C
Acts of the Apostles	17:28-29	2087:15-16	196:0.2/12-13	Every child a son of God+	C
Acts of the Apostles	17:28-29	1710:16	153:2.4/10-11	Brotherhood of sons of God+	C
Acts of the Apostles	17:28-29	1588:46	141:2.2/5-6	Faith-sons of God+	C
Acts of the Apostles	17:28-29	1861:29	170:2.20/17	Children of God+	C
Acts of the Apostles	17:28-29	2052:28	193:0.3/11-12	You are sons of God on earth+	C
Acts of the Apostles	17:28-29	1336:10	121:4.3/12-13	Stoics "offspring of God"	R
Acts of the Apostles	17:28-29	2053:38	193:1.2/8-9	All men are sons of God+	C
Acts of the Apostles	17:28-29	1569:20-21	140:1.6/5-8	Children of the living God+	C
Acts of the Apostles	17:28-29	1958:17	181:2.14/26	Believers are sons of God+	C
Acts of the Apostles	17:28-29	1610:19-20	143:2.7/11-15	Liberated sons of God+	C
Acts of the Apostles	17:28-29	1860:6-8	170:2.8/all	Salvaged sons of God+	S
Acts of the Apostles	17:28-29	1596:22-23	142:1.1/9-11	Faith-children of living God+	C
Acts of the Apostles	17:28-29	1945:21	180:1.6/12-13	Believers are sons of God+	C
Acts of the Apostles	17:28-29	1091:16-17	99:5.5/5-7	All are children of God+	C
Acts of the Apostles	17:28-29	2035:12-13	190:5.4/9-10	All men are sons of God+	C
Acts of the Apostles	17:28-29	1676:17-18	149:6.8/7-8	We are His sons+	R
Acts of the Apostles	17:28-29	1571:14	140:3.16/4	Sons of living God+	C
Acts of the Apostles	17:28a	22:40	1:1.2/15-16	In God man lives, moves..	R
Acts of the Apostles	18:2,18,26	1473:48-50	133:3.12/5-9	Aquila & Priscilla	C
Acts of the Apostles	18:5	1472:12-13	133:3.3/1-3	Silas and Timothy	C
Acts of the Apostles	18:7	1472:22-23	133:3.5/1-3	Justus	C
Acts of the Apostles	18:8	1471:48	133:3.1/8-9	Crispus	C
Acts of the Apostles	18:10	1291:15	117:6.27/3-4	God is with us+	C
Acts of the Apostles	18:27	1342:16	121:8.8/7	Grace of Lord Jesus Christ	R
Acts of the Apostles	19:1-10	1478:16-19	133:6.3/4-10	Christianity started at Ephesus	C
Acts of the Apostles	19:18	1736:32	156:2.7/5-6	If confess sins, they are forgiven	C
Acts of the Apostles	19:20	1053:41	96:1.9/9	Kyrios+	C
Acts of the Apostles	19:29	1473:41-42	133:3.11/1-3	Gaius	C
Acts of the Apostles	20:4	1473:41-42	133:3.11/1-3	Gaius	C
Acts of the Apostles	20:24,32	1342:16	121:8.8/7	Grace of Lord Jesus Christ	R
Acts of the Apostles	20:28	1864:25-28	170:5.6/all	Jesus as Redeemer of church+	C
Acts of the Apostles	20:32	1820:40-41	165:3.8/5-7	Spiritual inheritance	C
Acts of the Apostles	20:35	1102:35-36	100:7.10/2-3	More blessed to give	R
Acts of the Apostles	20:35	1131:48	103:2.9/11	More blessed to give	R
Acts of the Apostles	20:35	316:39	28:6.18/15-16	More blessed to give More blessed to give	R
Acts of the Apostles	20:35	1581:44-45	140:8.18/8	More blessed to give	R
Acts of the Apostles	20:37	1575:6-10	140:5.16/6-15	Not unmanly to weep	C
Acts of the Apostles	21:19	2083:33-35	195:9.8/14-18	Expectant faith+	C
Acts of the Apostles	21:37-40	1332:29	121:1.2/5	Paul spoke in Greek tongue	S
Acts of the Apostles	22:2-3	1332:29	121:1.2/5	Paul spoke in Greek tongue	S
Acts of the Apostles	22:3	1388:34	126:2.3/8	Sat at no man's feet	R
Acts of the Apostles	22:13	2067:21	194:4.7/5-6	Called "brother" & "sister"	C
Acts of the Apostles	22:24-29	1332:30	121:1.2/6	Paul was a Roman citizen	S
Acts of the Apostles	23:11	1102:29	100:7.9/4	Be of good cheer	R
Acts of the Apostles	23:31-24:27	1430:46-47	130:2.5/15-16	Paul's imprisonment	S
Acts of the Apostles	24:15	1247:38	113:6.8/8	Resurrection of the unjust	R
Acts of the Apostles	24:16	1736:33	156:2.7/7	Keep conscience void of offense	C
Acts of the Apostles	26:18	2042:1-2	191:4.3/20-22	Light in spiritual darkness	C
Acts of the Apostles	26:18	1820:40-41	165:3.8/5-7	Spiritual inheritance	C
Acts of the Apostles	26:20	1769:40-44	159:5.8/1-9	Jesus taught positive action+	C
Acts of the Apostles	27:8	1436:36	130:5.4/1-2	Fair Havens	S
Acts of the Apostles	28:26-27	1689:21-22	151:1.4/11-13	See without seeing, etc	S
Acts of the Apostles	28:28	2034:3	190:4.1/16-17	Gospel of Salvation+	C
Acts of the Apostles	28:28	2035:16	190:5.4/15	Gospel of Salvation of God+	C
Acts of the Apostles	28:31	1858:30	170:1.4/1-2	Jesus taught both views+	S
