#https://urantia-book.org/urantiabook/bible_refs/Psalms_1.html

Book	Ch:Vs	1st Ed Page:Line	Paper:Sec:Ppgh	Key Words	Class
Psalms	111:6	1454:29	131:10.6/4	The Power+	C
Psalms	111:10	766:32-33	68:3.3/18-19	Fear of God begins wisdom	R
Psalms	111:10	1444:41-42	131:2.6/5-7	Fear of Lord, begins wisdom	R
Psalms	111:10	1675:43-44	149:6.5/16-17	Fear of God begins wisdom	R
Psalms	112:1-3	1046:21	95:4.2/1-2	Riches gift of God to righteous+	C
Psalms	113:1-9; 114:1-8; 115:1-18; 116:1-19; 117:1-2; 118:1-29	1794:39	162:4.4/34	Psalms 113-118	S
Psalms	113:5-8	2035:22-23	190:5.4/27-29	Hear cry of poor and needy	C
Psalms	115:13	1046:21	95:4.2/1-2	Riches gift of God to righteous+	C
Psalms	115:15	1598:38	142:3.7/3	Universal Creator+	C
Psalms	115:15	74:11-12	6:1.3/8-10	God made everything+	C
Psalms	115:15	34:6	2:1.2/2-3	Faithful and Divine Creator+	C
Psalms	115:15	1048:19-21	95:5.9/4-7	God created+	C
Psalms	115:15-16	0004:12-13	000:2.9/all	God as Creator of heaven, earth+	C
Psalms	115:15-16	1011:32-33	92:6.6/13-14	God created heaven & earth+	C
Psalms	115:15-16	1454:28-29	131:10.6/4	The Creator+	C
Psalms	115:15-16	21:9-10	1:0.1/8-11	God created heaven & earth+	C
Psalms	115:15-16	1409:7	128:1.10/22-23	Creator of heaven & earth	C
Psalms	115:15-16	1453:41-42	131:10.2/11-13	God made all things and beings+	C
Psalms	115:15-16	1444:5-6	131:2.2/1-3	God created heaven & earth+	C
Psalms	115:16	21:18-20	1:0.2/7-10	Created earth to be inhabited	R
Psalms	116:5	1454:29	131:10.6/5	The Mercy+	C
Psalms	116:5	75:30-31	6:3.2/1-3	Mercy ministry+	C
Psalms	116:5	1311:49-51	119:2.6/14-17	Michael was just and righteous	R
Psalms	116:5	1608:25	143:1.6/2	God delights in mercy+	C
Psalms	116:5	39:40	2:5.7/11	God is merciful+	C
Psalms	116:5	1598:40	142:3.7/4-5	All-merciful+	C
Psalms	117:2	75:30-31	6:3.2/1-3	Mercy ministry+	C
Psalms	117:2	1454:29	131:10.6/5	The Mercy+	C
Psalms	117:2	1608:25	143:1.6/2	God delights in mercy+	C
Psalms	117:2	1598:40	142:3.7/4-5	All-merciful+	C
Psalms	117:2	39:40	2:5.7/11	God is merciful+	C
Psalms	118:1,04	1608:25	143:1.6/2	God delights in mercy+	C
Psalms	118:1,04	39:40	2:5.7/11	God is merciful+	C
Psalms	118:1,04	1598:40	142:3.7/4-5	All-merciful+	C
Psalms	118:1,04	75:30-31	6:3.2/1-3	Mercy ministry+	C
Psalms	118:1,04	1454:29	131:10.6/5	The Mercy+	C
Psalms	118:1-4	38:11-12	2:4.1/11	His mercy endures forever+	R
Psalms	118:1-29	1943:12-14	179:5.10/all	End by singing hymn (Psalm 118)	C
Psalms	118:1-29	1943:12-14	179:5.10/all	Ended by singing hymn	S
Psalms	118:9	1704:17-18	152:5.3/17-18	Better to trust Lord than princes	R
Psalms	118:22	1894:23-24	173:4.4/11-13	Becomes cornerstone	C
Psalms	118:26	1882:12	172:3.9/12-13	Blessed is he who comes --	R
Psalms	119:103	42:41-42	2:7.6/11-12	Spiritual flavor	C
Psalms	119:165	1446:5-6	131:2.12/1-3	Great peace to lovers of law	R
Psalms	119:165	66:47	5:4.2/3	Lasting peace+	C
Psalms	119:172	55:1	4:1.3/1-2	# 2: God's laws are just+	R
Psalms	119:67	1662:15	148:5.5/10-11	1st pt. Before afflicted, strayed	R
Psalms	119:71	1662:15-16	148:5.5/11-13	2nd pt. Affliction good for me	R
Psalms	119:89-90	55:2-4	4:1.3/3-6	Word settled in heaven	R
Psalms	119:93	399:35-39	36:3.4/all	Vital spark--mystery of life	C
Psalms	121:1	945:26-27	85:1.5/6-8	Holy mountains+	C
Psalms	121:2	21:9-10	1:0.1/8-11	God created heaven & earth+	C
Psalms	121:2	1598:38	142:3.7/3	Universal Creator+	C
Psalms	121:2	1409:7	128:1.10/22-23	Creator of heaven & earth	C
Psalms	121:2	1011:32-33	92:6.6/13-14	God created heaven & earth+	C
Psalms	121:2	1048:19-21	95:5.9/4-7	God created+	C
Psalms	121:2	1444:5-6	131:2.2/1-3	God created heaven & earth+	C
Psalms	121:2	74:11-12	6:1.3/8-10	God made everything+	C
Psalms	121:2	0004:12-13	000:2.9/all	God as Creator of heaven, earth+	C
Psalms	121:2	1453:41-42	131:10.2/11-13	God made all things and beings+	C
Psalms	121:2	1454:28-29	131:10.6/4	The Creator+	C
Psalms	121:2	34:6	2:1.2/2-3	Faithful and Divine Creator+	C
Psalms	121:4	55:8-9	4:1.4/8-9	Shall neither slumber, sleep	R
Psalms	121:8	1372:33-34	124:4.7/8-10	Lord preserves going out ..	R
Psalms	124:8	0004:12-13	000:2.9/all	God as Creator of heaven, earth+	C
Psalms	124:8	21:9-10	1:0.1/8-11	God created heaven & earth+	C
Psalms	124:8	1453:41-42	131:10.2/11-13	God made all things and beings+	C
Psalms	124:8	1598:38	142:3.7/3	Universal Creator+	C
Psalms	124:8	74:11-12	6:1.3/8-10	God made everything+	C
Psalms	124:8	1454:28-29	131:10.6/4	The Creator+	C
Psalms	124:8	34:6	2:1.2/2-3	Faithful and Divine Creator+	C
Psalms	124:8	1444:5-6	131:2.2/1-3	God created heaven & earth+	C
Psalms	124:8	1409:7	128:1.10/22-23	Creator of heaven & earth	C
Psalms	124:8	1011:32-33	92:6.6/13-14	God created heaven & earth+	C
Psalms	124:8	1048:19-21	95:5.9/4-7	God created+	C
Psalms	134:3	21:9-10	1:0.1/8-11	God created heaven & earth+	C
Psalms	134:3	74:11-12	6:1.3/8-10	God made everything+	C
Psalms	134:3	1598:38	142:3.7/3	Universal Creator+	C
Psalms	134:3	1048:19-21	95:5.9/4-7	God created+	C
Psalms	134:3	1011:32-33	92:6.6/13-14	God created heaven & earth+	C
Psalms	134:3	1409:7	128:1.10/22-23	Creator of heaven & earth	C
Psalms	134:3	0004:12-13	000:2.9/all	God as Creator of heaven, earth+	C
Psalms	134:3	1444:5-6	131:2.2/1-3	God created heaven & earth+	C
Psalms	134:3	34:6	2:1.2/2-3	Faithful and Divine Creator+	C
Psalms	134:3	1453:41-42	131:10.2/11-13	God made all things and beings+	C
Psalms	135:4	1058:38-39	96:5.6/11-12	Chosen people of God+	C
Psalms	135:4	1018:25	93:5.1/2	Chosen people+	R
Psalms	135:4	1075:29-31	97:10.1/1-6	Chosen people+	C
Psalms	135:4	1065:37	97:4.2/21	Chosen people+	C
Psalms	135:4	1334:23	121:2.8/26	Chosen people+	R
Psalms	135:4,	1055:6	96:2.3/5-6	Chosen people+	C
Psalms	136:1-26	1598:40	142:3.7/4-5	All-merciful+	C
Psalms	136:1-26	1608:25	143:1.6/2	God delights in mercy+	C
Psalms	136:1-26	39:40	2:5.7/11	God is merciful+	C
Psalms	136:1-26	1454:29	131:10.6/5	The Mercy+	C
Psalms	136:1-26	1444:32	131:2.4/18	Mercy endures forever+	R
Psalms	136:1-26	75:30-31	6:3.2/1-3	Mercy ministry+	C
Psalms	136:1-26	38:11-12	2:4.1/11	His mercy endures forever+	R
Psalms	136:2	513:45	45:4.10/3	The God of Gods	R
Psalms	136:2-3	0004:18-22	000:2.12/all	God the Supreme+	C
Psalms	136:26	879:34	79:1.9/7-8	One God in heaven+	C
Psalms	138:2	1536:5-6	137:8.4/9-10	pt 5 Loving-kindness	R
Psalms	139:2-3	49:11-13	3:3.2/14-17	God knows doing & thinking	R
Psalms	139:7	377:33	34:4.1/5-6	Holy Spirit+	C
Psalms	139:7	44:27-28	3:1.1/7-9	Where go to avoid God?	R
Psalms	139:7	1130:31-35	103:1.6/3-12	Spirit in man (Holy Spirit)+	C
Psalms	139:7	96:10	8:5.5/8-9	Spirit of God (Holy Spirit)+	C
Psalms	139:7	1444:27	131:2.4/8-9	No hiding from God+	R
Psalms	139:7	95:38-40	8:5.3/1-4	Spirit of God (Holy Spirit)+	C
Psalms	139:14	1120:15	102:2.4/11-13	Soul knows, and knows now	C
Psalms	140:1	1337:27-28	121:5.11/4-5	Deliverance from evil+	C
Psalms	141:3	1640:19	146:2.13/12-13	Set watch on mouth	R
Psalms	143:10	1861:27	170:2.20/15	Jesus taught "Father's will"+	C
Psalms	143:10	2088:30	196:0.8/6	Do will of God+	R
Psalms	143:10	24:11	1:2.3/15-16	Desire to do Father's will+	C
Psalms	143:10	1221:33-35	111:5.6/7-10	Not my will but God's will+	C
Psalms	143:10	2078:8	195:6.16/5-6	Doing the Father's will+	R
Psalms	143:10	1589:5	141:2.2/16-18	Father's will becomes your will+	C
Psalms	143:10	1582:8	140:8.20/6-7	Voluntarily do God's "will"+	C
Psalms	143:10	1303:7	118:8.11/12	My will that your will be done+	R
Psalms	143:10	2087:11	196:0.2/4-5	Do the will of Father in heaven+	R
Psalms	143:10	0008:42	000:5.10/3-4	People do Father's will+	R
Psalms	143:10	1453:43-44	131:10.2/14-16	Live the will of Father, reveal Him+	C
Psalms	143:10	1278:5-7	117:0.1/5-6	Do will of God+	C
Psalms	145:3	33:36	2:1.1/4	Pt 2: Greatness unsearchable	R
Psalms	145:3	1444:13	131:2.2/16-17	His greatness unsearchable	R
Psalms	145:8	1598:40	142:3.7/4-5	All-merciful+	C
Psalms	145:8	1454:29	131:10.6/5	The Mercy+	C
Psalms	145:8	38:8-9	2:4.1/5-7	God of compassion, mercy+	R
Psalms	145:8	1444:24-25	131:2.4/4-5	God gracious, compassionate	R
Psalms	145:8	39:40	2:5.7/11	God is merciful+	C
Psalms	145:8	75:30-31	6:3.2/1-3	Mercy ministry+	C
Psalms	145:8	41:5-6	2:6.3/10-11	Pt 1: Lord is gracious+	R
Psalms	145:9	1444:25-26	131:2.4/5-6	God is good, tender mercies	R
Psalms	145:13	1445:10-11	131:2.7/10-12	Kingdom is everlasting	R
Psalms	145:14	0004:12-13	000:2.9/all	God as Upholder+	C
Psalms	145:14	1409:7-8	128:1.10/24	God as Upholder	C
Psalms	145:17	36:39	2:3.1/2	God is righteous in all ways	R
Psalms	145:18	1445:27	131:2.9/1-2	Lord near whoever calls	R
Psalms	145:8	1608:25	143:1.6/2	God delights in mercy+	C
Psalms	146:6	1048:19-21	95:5.9/4-7	God created+	C
Psalms	146:6	1598:38	142:3.7/3	Universal Creator+	C
Psalms	146:6	1453:41-42	131:10.2/11-13	God made all things and beings+	C
Psalms	146:6	34:6	2:1.2/2-3	Faithful and Divine Creator+	C
Psalms	146:6	1454:28-29	131:10.6/4	The Creator+	C
Psalms	146:6	1011:32-33	92:6.6/13-14	God created heaven & earth+	C
Psalms	146:6	1409:7	128:1.10/22-23	Creator of heaven & earth	C
Psalms	146:6	74:11-12	6:1.3/8-10	God made everything+	C
Psalms	146:6	1444:5-6	131:2.2/1-3	God created everything+	C
Psalms	146:6	0004:12-13	000:2.9/all	God as Creator of everything+	C
Psalms	146:6	21:9-10	1:0.1/8-11	God created heaven & earth+	C
Psalms	147:3	41:6-8	2:6.3/11-13	Pt 1: He heals brokenhearted	R
Psalms	147:3	1444:26	131:2.4/6-8	Heals brokenhearted & binds	R
Psalms	147:3	1662:22-23	148:5.5/23-24	He heals the brokenhearted	R
Psalms	147:4	1444:14	131:2.2/17-18	He knows name, number of stars	R
Psalms	147:4	49:2-3	3:3.1/12-13	Number and name of stars	R
Psalms	147:4	27:43-45	1:5.3/13-16	God calls stars by name	R
Psalms	147:4	458:8	41:3.1/1	Our starry associates	C
Psalms	147:4	165:46-47	15:2.1/1-2	Star's name & number	C
Psalms	147:5	1598:40	142:3.7/4	All-powerful+	C
Psalms	147:5	33:36	2:1.1/3	Pt 1: Understanding is infinite	R
Psalms	147:5	1444:15	131:2.3/1-3	Power great, understanding	R
Psalms	147:5	1454:2	131:10.3/10-11	God is all powerful+	C
Psalms	147:5	1454:29	131:10.6/4	The Power+	C
Psalms	147:5	23:15	1:1.4/16	God's power	C
Psalms	147:5	50:8	3:4.3/10-11	Infinite mind	C
Psalms	148:4	34:2-3	2:1.1/12-15	Heaven of heavens	R
Psalms	148:4	553:26	48:6.12/12	Heaven, heaven of heavens	R
Psalms	148:4	553:20-21	48:6.12/2	Heaven, heaven of heavens	R
Psalms	148:4	44:33-34	3:1.2/8-10	Heaven of heavens	C
Psalms	148:4	1953:29	181:1.2/5	Heaven of heavens	C
Psalms	148:6-12	0004:12-13	000:2.9/all	God as Controller+	C
Psalms	19:9	36:40-41	2:3.1/4-5	Judgments are true, righteous	R
Psalms	22:18	2007:44-50	187:2.8/3-14	Dividing Jesus' clothes	C
Psalms	23:1	934:3	84:3.2/5	The Lord is my shepherd	R
Psalms	23:4	1291:15	117:6.27/3-4	God is with us+	C
Psalms	24:8	980:45	89:6.3/9	God of battles+	R
Psalms	33:11	36:2-3	2:2.2/7-9	God is immutable, infallible	C
Psalms	34:15	95:21-22	8:4.8/7-9	Eyes of Lord over righteous	R
Psalms	37:16	1822:32-33	165:4.8/28-30	Little of righteous better	R
Psalms	62:10	1822:33-34	165:4.8/30-31	If riches grow, set not heart	R
Psalms	63:8	0004:12-13	000:2.9/all	God as Upholder+	C
Psalms	69:28	409:33	37:3.7/12-13	Blotted out of record	R
Psalms	71:22	1053:39-40	96:1.9/6	The Holy One+	C
Psalms	86:15	38:8-9	2:4.1/5-7	God of compassion, mercy+	R
Psalms	89:14	1059:40-41	96:6.3/15	God of justice+	C
Psalms	90:4	36:3-4	2:2.2/9-11	God is timeless	R
Psalms	92:5-6	1453:45-46	131:10.3/1-2	God's divine character deep, wise	C
Psalms	94:1	795:40	70:10.9/7-9	Vengeance is God's+	R
Psalms	94:9	27:21-22	1:5.1/3-5	Author of ear hear; eye see	R
