#https://urantia-book.org/urantiabook/bible_refs/Mark_1.html

Book	Ch:Vs	1st Ed Page:Line	Paper:Sec:Ppgh	Key Words	Class
Mark	8:36	1822:38-39	165:4.9/all	What if gain world, lose soul?	S
Mark	8:36	1581:28-29	140:8.17/5-6	What profit to gain world	R
Mark	8:38	596:38	52:5.7/3-4	Come in glory with angels	R
Mark	9:1	1760:25-26	158:7.5/17-19	Many see kingdom come	S
Mark	9:1,47	1608:22-24	143:1.5/11-15	Gospel of the kingdom+	C
Mark	9:1,47	2035:40-41	190:5.4/58-60	Gospel of the kingdom+	S
Mark	9:1,47	1536:8	137:8.6/1-2	Proclaim setting up of kingdom+	C
Mark	9:1,47	382:1-3	34:6.13/16-19	Kingdom of God+	C
Mark	9:1,47	1710:16	153:2.4/11	Kingdom of God+	C
Mark	9:1,47	1856:23-24	169:4.6/5-6	Kingdom of God+	S
Mark	9:1:47	2052:34-35	193:0.4/1-3	Gospel of the kingdom+	C
Mark	9:2a	1752:16-17	158:0.2/14-16	Three who share experience	S
Mark	9:2b-4	1753:32-38	158:1.8/4-14	The Transfiguration	S
Mark	9:5-6	1753:41-48	158:1.9/all	Peter's suggestion	S
Mark	9:7	1755:18	158:3.4/8-9	"This is my beloved Son"	S
Mark	9:7-8	1753:49-57	158:1.10/all	Cloud and voice	S
Mark	9:9	1754:10-12	158:2.1/3-7	Tell no man	S
Mark	9:9	1669:16	149:1.2/15	Tell no man	S
Mark	9:9-10	1754:33-35	158:2.3/7-10	Apostles kept silent	S
Mark	9:10	1754:12-16	158:2.1/7-15	Risen from the dead?	S
Mark	9:11-13	1754:20-29	158:2.2/6-23	Elijah has come	S
Mark	9:14	1755:28-34	158:4.1/all	Gathering crowd	S
Mark	9:15-18	1757:2-18	158:5.1/all	Epileptic demoniac	S
Mark	9:18b	1756:23-36	158:4.6/all	Apostles' failure to exorcise	R
Mark	9:19	1757:21-24	158:5.2/5-9	Oh faithless & perverse generation	S
Mark	9:20-24	1757:26-37	158:5.2/11-32	Faith and doubt	S
Mark	9:22	1757:11-13	158:5.1/18-21	Falls in water and fire	S
Mark	9:24	1223:10-16	111:7.1/all	Uncertainty with security+	C
Mark	9:24	1757:36-37	158:5.2/31-32	I believe, help thou my unbelief	S
Mark	9:24	1766:21-22	159:3.8/12-13	Fight against unbelief	S
Mark	9:25-27	1757:38-44	158:5.3/all	Boy cured	S
Mark	9:28	1758:13-14	158:6.1/8-10	Disciples ask why defeat	S
Mark	9:29	1758:17-27	158:6.2/4-20	Little faith	C
Mark	9:31	2035:17-20	190:5.4/18-22	Foretold death, resurrection+	S
Mark	9:31	1954:11-13	181:1.5/9-12	Must die but will rise	C
Mark	9:31	1871:30-42	171:4.2/10-31	Warning: crucifixion, resurrection+	S
Mark	9:31	2001:14	186:3.4/5-6	Rise again on third day	C
Mark	9:31	1872:38	171:4.8/8-9	Rising on third day+	C
Mark	9:31	1759:10-14	158:6.5/10-18	Foretelling passion	S
Mark	9:31	1759:39-46	158:7.3/1-14	Apostles hear passion again	C
Mark	9:31	1962:32	181:2.30/1	Promise: rise the third day	S
Mark	9:31	1952:16-17	180:6.7/6-8	Must die but will rise	S
Mark	9:31	2052:16-18	193:0.2/9-12	Told of death & resurrection+	S
Mark	9:32	1871:43-48	171:4.3/ 1-9	Apostles do not understand	S
Mark	9:32	1759:15-17	158:6.6/all	Disciples ponder meaning	S
Mark	9:33-37	1676:48-52	149:6.11/11-19	Childlike faith	C
Mark	9:35	1569:18-20	140:1.6/1-4	Become great by ministry	S
Mark	9:35	1829:31-32	166:3.5/14-16	First is last, last is first	S
Mark	9:35	1536:38-39	137:8.11/3-5	Greatest is server of all	S
Mark	9:35	466:33	41:10.5/10-11	Last becomes first	C
Mark	9:35	1758:33-35	158:6.3/8-12	Greatest must be server	C
Mark	9:35	1761:20-21	158:8.1/27-29	To be first, minister	S
Mark	9:35	1907:12-13	175:1.10/6-8	Who would be greatest: serve	S
Mark	9:35	647:31-32	56:10.14/11-12	If be greatest, become server	R
Mark	9:35	1862:13-14	170:3.8/4-7	Loving service+	S
Mark	9:35	316:40	28:6.18/17-18	Greatest be server of all	R
Mark	9:35	1804:10-11	163:3.4/10-12	Many who are first shall be last	S
Mark	9:36-37	1621:5-11	144:4.3/all	Sonship received as little child	C
Mark	9:36-37	2089:41-42	196:0.12/14-15	Become as a child	R
Mark	9:36-37	1585:9-10	140:10.4/O2-4	Come as a child	S
Mark	9:36-37	2073:44-46	195:3.5/all	Teaching regarding children	C
Mark	9:36-37	1861:7-11	170:2.18/5-13	Faith as little child	S
Mark	9:36-37	1536:26-28	137:8.8/5-8	Faith as a little child	S
Mark	9:36-37	2054:39-40	193:2.2/42-44	Enter kingdom as child	S
Mark	9:36-37	1733:3-8	155:6.12/11-18	Childlike faith: spiritual simplicity	S
Mark	9:36-37	1960:37-38	181:2.20/39-40	Become as child in spirit	S
Mark	9:36-37	1576:15-16	140:6.2/7-9	Start as little children	C
Mark	9:36-37	2089:20-22	196:0.11/4-7	Child-like faith / trust	C
Mark	9:36-37	1861:41-42	170:3.2/1-3	Simple childlike belief	S
Mark	9:36-37	1761:15-20	158:8.1/18-37	Enter like child	S
Mark	9:38	1555:4-5	139:4.8/7-9	John forbade strange preacher	S
Mark	9:38	1590:4-5	141:3.5/10-12	People called him "Master"+	S
Mark	9:38-41	1764:24-40	159:2.1/all	The strange preacher	S
Mark	9:40	1764:35-36	159:2.1/22-24	Who is not against us is for us	R
Mark	9:41	1764:38-40	159:2.1/27-30	Cup of cold water to thirsty soul	S
Mark	9:42	1761:21-23	158:8.1/20-33	Millstone around neck	S
Mark	9:43-47	1761:21-27	158:8.1/29-40	Cut off offending parts	S
Mark	9:50	1570:43-45	140:3.12/all	You are the salt of the earth	S
Mark	9:50	1572:7-9	140:4.2/all	You are the salt of the earth	S
Mark	9:50	1870:17-20	171:2.5/2-8	Salt which loses savor	S
Mark	10:2	1838:29-32	167:5.2/1-7	Question about divorce	S
Mark	10:2-12	1838:43-50	167:5.3/all	On marriage & divorce	S
Mark	10:2-12	1576:38-50	140:6.6/all	Regarding divorce	C
Mark	10:6	1839:29	167:5.7/12-13	Created male & female	S
Mark	10:7-8	1839:33-34	167:5.7/19-22	Two become as one	S
Mark	10:10	1839:23-24	167:5.7/1-5	Many misconceptions	S
Mark	10:13	1839:40-48	167:6.1/1-15	Mothers bring children	S
Mark	10:13-15	1536:26-28	137:8.8/5-8	Faith as a little child	S
Mark	10:13-15	1585:9-10	140:10.4/O2-4	Come as a child	S
Mark	10:13-15	1761:15-20	158:8.1/18-37	Enter like child	S
Mark	10:13-15	2054:39-40	193:2.2/42-44	Enter kingdom as child	S
Mark	10:13-15	1861:7-11	170:2.18/5-13	Faith as little child	S
Mark	10:13-15	1861:41-42	170:3.2/1-3	Simple childlike belief	S
Mark	10:13-15	1576:15-16	140:6.2/7-9	Start as little children	C
Mark	10:13-16	2089:20-22	196:0.11/4-7	Child-like faith / trust	C
Mark	10:13-16	1621:5-11	144:4.3/all	Sonship received as little child	C
Mark	10:13-16	1676:48-52	149:6.11/11-19	Childlike faith	C
Mark	10:13-16	2073:44-46	195:3.5/all	Teaching regarding children	C
Mark	10:13-16	2089:41-42	196:0.12/14-15	Become as a child	R
Mark	10:13-16	1733:3-8	155:6.12/11-18	Childlike faith: spiritual simplicity	S
Mark	10:14-15	1839:48-52	167:6.1/15-23	Jesus calls children	S
Mark	10:14-15,23-25	1856:23-24	169:4.6/5-6	Kingdom of God+	S
Mark	10:14-15,23-25	1710:16	153:2.4/11	Kingdom of God+	C
Mark	10:14-15,23-25	2035:40-41	190:5.4/58-60	Gospel of the kingdom+	S
Mark	10:14-15,23-25	1608:22-24	143:1.5/11-15	Gospel of the kingdom+	C
Mark	10:14-15,23-25	2052:34-35	193:0.4/1-3	Gospel of the kingdom+	C
Mark	10:14-15,23-25	382:1-3	34:6.13/16-19	Kingdom of God+	C
Mark	10:14-15,23-25	1536:8	137:8.6/1-2	Proclaim setting up of kingdom+	C
Mark	10:15	1118:35-36	102:1.1/16-18	Have childlike trust	C
Mark	10:15	1960:37-38	181:2.20/39-40	Become as child in spirit	S
Mark	10:16	1840:5-7	167:6.2/all	Jesus blesses children	S
Mark	10:17,19-20	1802:5-15	163:2.4/12-29	Rich young ruler	S
Mark	10:17,30	1642:29-30	146:3.7/8-10	Eternal life+	C
Mark	10:17,30	2035:38	190:5.4/54-55	Believers live forever+	C
Mark	10:17,30	1861:23	170:2.20/6-7	Eternal / everlasting life+	C
Mark	10:17,30	1957:21-23	181:2.11/18-21	Eternal / everlasting life+	C
Mark	10:17,30	1750:16-17	157:6.10/4-7	Believe truth, have eternal life+	C
Mark	10:17,30	299:43	27:1.5/11	Live forever+	C
Mark	10:17,30	1409:8	128:1.10/25	Giver of life eternal+	C
Mark	10:17,30	1711:36-37	153:2.11/all	Believers have eternal life+	C
Mark	10:17,30	1792:4-5	162:2.7/8-9	Eternal life+	C
Mark	10:17,30	1797:19-30	162:7.5/all	Believers never die+	C
Mark	10:17,30	1843:10	168:0.7/4-5	Whosoever believes never dies+	C
Mark	10:17,30	2053:36-37	193:1.2/5-7	Faith Sons never die+	C
Mark	10:17,30	35:36-37	2:2.1/8	Eternal life+	C
Mark	10:17,30	1337:28	121:5.11/5	Life after death+	C
Mark	10:17,30	1113:7-8	101:6.8/36	Eternal life+	C
Mark	10:17,30	44:5-6	3:0.1/5-6	Everlasting life+	C
Mark	10:17,30	1859:36-38	170:2.2/all	Hope for eternal Life+	S
Mark	10:17-18	2092:11-12	196:2.2/24-25	Why call me good?	R
Mark	10:17-18	2088:43	196:0.9/14-15	Why call me good?	R
Mark	10:17-22	1672:3-5	149:2.12/2-4	Three men refused personal call	S
Mark	10:18	1610:15-16	143:2.7/5-7	Goodness of God+	C
Mark	10:21	1760:17-19	158:7.5/4-6	Take up responsibilities, follow me	S
Mark	10:21	1802:16-24	163:2.5/all	The impediment: love of wealth	S
Mark	10:21	1770:22-23	159:5.10/12-14	Take up responsibilities, follow me	S
Mark	10:21	2089:50	196:0.13/12	Supreme requirement: "follow me"+	S
Mark	10:21	1577:28-29	140:6.11/1-3	Take up responsibilities, follow me	S
Mark	10:21-22	1870:10-12	171:2.4/8-10	Total commitment+	S
Mark	10:21-22	1564:13-15	139:9.9/1-5	Jesus rejected rich man	S
Mark	10:22	1802:25-26	163:2.6/1-3	The choice (wealth)	S
Mark	10:23-25	1821:43-46	165:4.5/7-14	Danger of riches	S
Mark	10:23-25	1803:27-33	163:3.1/5-16	Camel go through needle's eye	S
Mark	10:23-25	2093:16-17	196:2.8/2-4	Jesus condemned the rich	C
Mark	10:25	1803:5-8	163:2.10/all	Love of wealth	S
Mark	10:27	1757:34-35	158:5.2/28-29	All things possible to believers	C
Mark	10:27	291:26-27	26:5.3/13-15	With God nothing impossible	R
Mark	10:27	46:42	3:2.2/3	With God all things possible	R
Mark	10:27	34:13-14	2:1.2/16-17	Pt 1: All things possible	R
Mark	10:27	1453:41	131:10.2/10-11	With God, all things possible	C
Mark	10:27	1803:34-40	163:3.2/all	With God, nothing is impossible	S
Mark	10:28-30	1804:5-10	163:3.4/1-10	Reward for service	S
Mark	10:29-30	1965:38	182:1.10/10	I am the secret of survival	S
Mark	10:31	1804:10-11	163:3.4/10-12	Many who are first shall be last	S
Mark	10:31	1829:31-32	166:3.5/14-16	First is last, last is first	S
Mark	10:31	466:33	41:10.5/10-11	Last becomes first	C
Mark	10:32-34	1759:39-46	158:7.3/1-14	Apostles hear passion again	S
Mark	10:32-34	1952:16-17	180:6.7/6-8	Must die but will rise	S
Mark	10:32-34	1871:30-42	171:4.2/10-31	Warning: crucifixion, resurrection+	S
Mark	10:32-34	1954:11-13	181:1.5/9-12	Must die but will rise	C
Mark	10:32-34	2052:16-18	193:0.2/9-12	Told of death & resurrection+	S
Mark	10:32-34	1759:10-14	158:6.5/10-18	Foretelling passion	S
Mark	10:32-34	2035:17-20	190:5.4/18-22	Foretold death, resurrection+	S
Mark	10:34	1962:32	181:2.30/1	Promise: rise the third day	S
Mark	10:34	1872:38	171:4.8/8-9	Rising on third day+	S
Mark	10:34b	2001:14	186:3.4/5-6	Rise again on third day	C
Mark	10:35-37	1867:23-31	171:0.4/all	Mother requests favored seats	S
Mark	10:35-37,40	1553:21-23	139:3.8/5-9	A mother's request	S
Mark	10:35-39a	1958:19-22	181:2.15/3-9	Are you able to drink my cup?	S
Mark	10:37,40	1537:15	137:8.16/3-4	Attain right hand of glory	S
Mark	10:38-39	1522:21-22	136:9.4/5-8	Drink bitter cup	C
Mark	10:38-39	1553:27-28	139:3.8/16-17	Ready to drink cup	S
Mark	10:38-39	229:46	20:6.7/6	Drink the cup	R
Mark	10:38-40	1867:32-45	171:0.5/all	Jesus denies request	S
Mark	10:41	1958:24-25	181:2.15/12-14	Brethren angry at time	S
Mark	10:41-45	1868:6-17	171:0.6/1-20	Jesus calms apostles	S
Mark	10:42-45	1940:11-15	179:3.9/15-23	Importance of service	S
Mark	10:43	1584:5	140:9.2/9	Minister to the afflicted	S
Mark	10:43-44	1569:18-20	140:1.6/1-4	Become great by ministry	S
Mark	10:43-44	466:33-34	41:10.5/11-12	Who would be greatest	C
Mark	10:43-44	1907:12-13	175:1.10/6-8	Who would be greatest: serve	S
Mark	10:43-44	316:40	28:6.18/17-18	Greatest be server of all (quotation)	R
Mark	10:43-44	1758:33-35	158:6.3/8-12	Greatest must be server	C
Mark	10:43-44	1761:9-19	158:8.1/7-24	Who is greatest	S
Mark	10:43-44	1761:20-21	158:8.1/27-29	To be first, minister	S
Mark	10:43-44	647:31-32	56:10.14/11-12	If be greatest, become server	R
Mark	10:43-44	1536:38-39	137:8.11/3-5	Greatest is server of all	S
Mark	10:43-45	1862:13-14	170:3.8/4-7	Loving service+	S
Mark	10:45	1750:11-12	157:6.9/2-5	Jesus came to minister	S
Mark	10:45	2003:7-9	186:5.7/1-4	No "atonement for sin" Contra:+	C
Mark	10:46	1873:2-5	171:5.1/1-8	Man blind from youth	S
Mark	10:46-52	1905:23-24	175:1.1/8-10	Healed by faith+	C
Mark	10:47-48	1873:16-20	171:5.2/10-18	Blind man is rebuked	S
Mark	10:49-52	1873:21-32	171:5.3/all	Sight restored by faith	S
Mark	11:1-3	1881:27-32	172:3.6/8-18	Apostles sent for colt	S
Mark	11:6-7a	1881:33-38	172:3.6/18-28	Apostles retrieve colt	S
Mark	11:7b-10	1882:6-13	172:3.9/all	Triumphful entry into Jerusalem	S
Mark	11:8-11a	1403:33-35	127:5.6/12-14	Triumphal entry	S
Mark	11:11a	1883:13-15	172:4.1/2-4	Jesus visits temple	S
Mark	11:11b	1883:35-40	172:4.3/all	To Bethany	S
Mark	11:12a	1888:4-5	173:0.1/3-5	Jesus goes to Jerusalem	S
Mark	11:15-17	1911:6-7	175:4.6/all	Cleansing of temple	S
Mark	11:15-17	1890:11-25	173:1.7/all	Jesus cleanses temple	S
Mark	11:15a	1888:17-18	173:0.3/1-3	Arrival at temple	S
Mark	11:15a	1888:33-35	173:1.1/19-23	Sale of unblemished animals	S
Mark	11:15b	1889:10-13	173:1.3/1-7	Money changers	S
Mark	11:16-17	1378:28-29	125:1.1/5-6	His Father's house	R
Mark	11:18	1890:36-42	173:1.9/all	Officials angry, plot Jesus' death	S
Mark	11:19	1895:42-44	173:5.5/1-5	Jesus to Bethany for night	S
Mark	11:20	1875:20	171:7.9/3	As Jesus passed by	R
Mark	11:20	1874:46-47	171:7.5/2	As Jesus passed by	R
Mark	11:22	1739:43-48	156:5.12/all	Implicit faith+	C
Mark	11:24	1849:19-20	168:4.13/1-3	Ask and receive	S
Mark	11:24	1454:22-24	131:10.5/12-15	Ask and it will be given you+	C
Mark	11:24	1849:3-4	168:4.10/1-3	Nurtured by faith	C
Mark	11:24	1619:13-15	144:2.3/22-27	Ask -- receive	S
Mark	11:24	1838:41-42	167:5.2/23-24	Ask and receive	S
Mark	11:24-26	1639:18-23	146:2.7/all	When prayers are answered	C
Mark	11:25-26	1475:4-7	133:4.7/10-16	Justice, fairness, & mercy+	C
Mark	11:25-26	1710:15	153:2.4/8-9	Jesus came to reveal Father+	C
Mark	11:25-26	1103:19	100:7.16/2-3	Our Father in heaven+	C
Mark	11:25-26	232:42-44	20:10.3/1-6	Creator Sons reveal Father+	C
Mark	11:25-26	1638:34-41	146:2.4/8-21	Forgiveness+	C
Mark	11:25-26	1855:46-47	169:4.2/12-13	Father revealed by Son+	S
Mark	11:25-26	1454:16-17	131:10.5/1-3	God is MY Father+	C
Mark	11:25-26	1820:41-42	165:3.8/7-8	Came to reveal Father+	C
Mark	11:25-26	1862:5-6	170:3.4/all	We are forgiven as we forgive+	S
Mark	11:25-26	1454:29-30	131:10.6/5-7	Father-child relationship+	C
Mark	11:25-26	1598:42-50	142:3.8/all	The Father in heaven+	C
Mark	11:25-26	2052:27	193:0.3/10-11	Revealed your Father in heaven+	S
Mark	11:25-26	2087:12	196:0.2/7	Father in heaven+	C
Mark	11:25-26	1453:38	131:10.2/4-5	God is our heavenly Father+	C
Mark	11:25-26	1454:46-47	131:10.8/9-11	Father-child relationship+	C
Mark	11:25-26	1676:17-18	149:6.8/7-8	God is our Father+	C
Mark	11:25-26	1328:40-41	120:2.8/5-7	Jesus to reveal God to mankind+	C
Mark	11:25-26	196:10	16:9.6/1	Jesus revealed God to man+	C
Mark	11:25-26	2067:8-9	194:4.6/9-10	God: loving Father of all men+	C
Mark	11:25-26	1590:35	141:4.2/3	God is our Father+	C
Mark	11:25-26	2017:44-45	188:4.13/10-11	Forgive our debts as we forgive	R
Mark	11:27-28	1891:28-32	173:2.2/11-18	"By what authority...do things?"	S
Mark	11:29-30	1892:6-9	173:2.4/10-15	Jesus asks questions	S
Mark	11:31-33	1892:10-24	173:2.5/all	Gets no answers	S
Mark	12:1-9a	1893:45-60	173:4.2/all	Parable of absent landlord (part 1)	S
Mark	12:9b	1894:11-13	173:4.3/1-6	Parable of absent landlord (part 2)	S
Mark	12:10	1894:18-24	173:4.4/1-13	Parable of rejected stone	S
Mark	12:12	1894:31-33	173:4.5/1-5	Pharisees fear people	S
Mark	12:13	1899:2-9	174:2.1/1-17	Religious leaders plot to discredit	S
Mark	12:14	1899:18	174:2.2/10-11	Jesus is no respecter of persons	S
Mark	12:14	1564:16-17	139:9.9/7-8	Jesus is no respecter of persons	R
Mark	12:14	1958:12-16	181:2.14/17-25	God/Son no respecter of persons	C
Mark	12:14-17a	1899:13-26	174:2.2/all	Jesus questioned by students	S
Mark	12:14-17a	1899:20-26	174:2.2/13-25	Render unto Caesar / God	S
Mark	12:17	1991:9-11	185:3.1/14-17	Jesus' view on tribute	S
Mark	12:17	1114:25-26	101:7.5/6-8	Separate Caesar's & God's due	C
Mark	12:17	1957:4-5	181:2.10/12-14	Render unto Caesar / God	S
Mark	12:17	1740:19-20	156:5.16/8-10	Render to God and Caesar	C
Mark	12:17	1474:14-15	133:4.3/1-3	Render unto Caesar & God	R
Mark	12:17	1929:32-34	178:1.3/1-6	Render unto Caesar / God	S
Mark	12:17	1580:16-17	140:8.9/8-10	Render unto Caesar / God	R
Mark	12:17b	1899:27-30	174:2.3/all	Challengers withdraw	S
Mark	12:18-23	1900:2-12	174:3.1/all	Question on resurrection	S
Mark	12:19	919:3-4	82:5.5/5-8	Barren widows	C
Mark	12:19	926:12-14	83:5.4/1-5	Proxy husbands	C
Mark	12:24-27	1337:28	121:5.11/5	Survival of death: resurrection+	C
Mark	12:24-27	1900:17-29	174:3.2/8-30	Jesus' response	S
Mark	12:25	419:12-13	38:2.2/5-6	Angels do not marry	R
Mark	12:25	495:32	43:9.2/16	You are as the angels	R
Mark	12:27	2084:25	195:10.4/3-4	God is a living Spirit+	C
Mark	12:28-31	1809:21-28	164:1.1/5-17	Which is greatest commandment	S
Mark	12:28-31	1901:10-20	174:4.2/all	Greatest commandment+	S
Mark	12:28-33	1600:1-2	142:3.22/5-7	Love God & thy neighbor	C
Mark	12:28-33	2095:19-21	196:3.16/4-8	Religion of LOVE+	C
Mark	12:28-33	1600:33-35	142:4.2/26-30	Love God & thy neighbor	C
Mark	12:28-33	1596:24-25	142:1.1/12-14	Love God & neighbor as self	C
Mark	12:29,32	513:41	45:4.8/5	One God+	C
Mark	12:29,32	1058:27-28	96:5.5/6-7	The Lord is one God+	C
Mark	12:29,32	31:36	1:7.6/10	The Lord God is one+	R
Mark	12:29,32	1011:32	92:6.6/13	One God+	C
Mark	12:29,32	115:16	10:7.1/3	The Lord our God is one God+	C
Mark	12:29,32	640:19-21	56:4.4/1-5	God is one+	C
Mark	12:29,32	1009:32-33	92:5.8/7-8	Hear, O Israel, one God+	R
Mark	12:29,32	1453:36	131:10.2/1	One God+	C
Mark	12:29,32	21:8-9	1:0.1/7-8	No God beside you+	C
Mark	12:29-33	2084:25-26	195:10.4/3-4	God is a loving Spirit+	C
Mark	12:29-33	1608:8-10	143:1.4/14-17	God rules by love+	C
Mark	12:29-33	1608:25	143:1.6/1	God of Love+	C
Mark	12:29-33	1739:37-42	156:5.11/all	Divine love+	C
Mark	12:30	1453:36-37	131:10.2/1-2	Love God with all mind & heart+	C
Mark	12:30	1206:38-39	110:3.8/all	By loving God+	C
Mark	12:30	1444:7-9	131:2.2/6-8	Love God completely+	C
Mark	12:30	1446:11	131:2.13/1	Love the Lord supremely+	R
Mark	12:30	1805:10	163:4.8/2-4	Love God with all your heart+	S
Mark	12:31,33	1133:42-43	103:5.2/2-3	Love neighbors as self	C
Mark	12:31,33	1453:37	131:10.2/3-4	Love neighbor as self	C
Mark	12:31,33	1932:19	178:1.17/2	Love one another+	C
Mark	12:31,33	1446:11	131:2.13/2	Love neighbors as yourself	R
Mark	12:31,33	1769:26	159:5.4/all	Love neighbor as self	R
Mark	12:31,33	2042:6-7	191:4.3/30-31	Love one another	S
Mark	12:31,33	1862:8	170:3.6/all	Love thy neighbor	S
Mark	12:31,33	1770:4-5	159:5.9/4	Love neighbor as self	R
Mark	12:31,33	1805:11	163:4.8/2-4	Love neighbor as self	S
Mark	12:31,33	1950:17-18	180:5.7/11-12	Love neighbor as self	S
Mark	12:31,33	1206:40-42	110:3.9/all	By loving fellow man+	C
Mark	12:31,33	1901:18	174:4.2/16-17	Love neighbor as self	S
Mark	12:31,33	1445:47	131:2.11/1-2	Love your neighbor as yourself	R
Mark	12:31,33	1955:41-42	181:2.4/8-11	Love one another	C
Mark	12:32-34a	1901:24-31	174:4.3/7-19	Lawyer agrees with Jesus	S
Mark	12:33	1781:47-50	160:5.9/7-12	One God and false gods+	C
Mark	12:34	1710:16	153:2.4/11	Kingdom of God+	C
Mark	12:34	1608:22-24	143:1.5/11-15	Gospel of the kingdom+	C
Mark	12:34	2052:34-35	193:0.4/1-3	Gospel of the kingdom+	C
Mark	12:34	2035:40-41	190:5.4/58-60	Gospel of the kingdom+	S
Mark	12:34	1536:8	137:8.6/1-2	Proclaim setting up of kingdom+	C
Mark	12:34	1856:23-24	169:4.6/5-6	Kingdom of God+	S
Mark	12:34	382:1-3	34:6.13/16-19	Kingdom of God+	C
Mark	12:34b	1901:39	174:4.5/6-8	None dared question	S
Mark	12:35-37	1348:5-6	122:4.4/18-20	Jesus: not of Davidic line	C
Mark	12:35-37a	1901:45-50	174:4.6/10-20	Jesus "Lord" of David	S
Mark	12:36	64:33	5:2.2/3-4	Right hand of the Father	R
Mark	12:36	418:6-7	38:0.1/4-7	Right hand of God	C
Mark	12:36	148:46-47	13:2.7/11	Right hand of God	C
Mark	12:36	239:45-46	21:4.4/1-5	Right hand of God	R
Mark	12:36-39	1826:22-24	166:1.4/35-39	Woe to seekers of honor	S
Mark	12:37	2090:45	196:1.4/1	People heard gladly	S
Mark	12:37b	1902:15-16	174:4.7/8-10	Common people hear	S
Mark	12:38-40a	1907:2-6	175:1.9/3-8	Leaders desire honors	S
Mark	12:41-44	1883:26-34	172:4.2/7-22	The widow's mite	S
Mark	13:1	1590:4-5	141:3.5/10-12	People called him "Master"+	S
Mark	13:1-2	1912:3-10	176:0.1/1-12	Foretells destruction of temple	S
Mark	13:1-2	1414:8-9	128:5.3/14-16	Temple to be demolished	C
Mark	13:1-2	1934:31-32	178:3.3/3	Destruction of temple foretold	S
Mark	13:3-4	1912:21-24	176:0.2/15-19	Jesus & apostles talk	S
Mark	13:4-33	227:22-23	20:4.5/9-11	Promise to return	C
Mark	13:5-13	1912:29-45	176:1.1/6-36	Destruction of Jerusalem	S
Mark	13:7-8	1490:30	134:6.3/1-2	Wars, rumors of wars	C
Mark	13:7-8	597:20	52:6.1/14	Wars and rumors of war	R
Mark	13:9	1584:10-13	140:9.3/6-12	Warning: beaten in synagogues	C
Mark	13:9-11	1820:33-37	165:3.7/all	Spirit will give answers	S
Mark	13:10	1824:43-44	165:6.3/28-30	Great Commission	C
Mark	13:10	1914:30-31	176:2.3/9-10	Gospel to go to all the world	C
Mark	13:10	2043:4-5	191:5.3/3-4	Great Commission	C
Mark	13:10	1051:8	95:7.3/13-14	Great commission	R
Mark	13:10	2057:25-26	193:5.2/7-10	Proclaim new gospel+	S
Mark	13:10	1931:41-42	178:1.14/10-12	Great Commission	S
Mark	13:10	2033:17	190:3.1/28-29	Great commission	S
Mark	13:10	2054:5-6	193:1.2/33-35	Tell good news to world	C
Mark	13:10	2044:35	191:6.3/8-10	Great Commission	C
Mark	13:10	1957:35-36	181:2.12/14-16	Proclaim gospel to world	S
Mark	13:10	2053:38-40	193:1.2/9-12	Teach God's love to world	C
Mark	13:10	2034:2-3	190:4.1/14-16	Great commission	S
Mark	13:10	2042:8-9	191:4.4/1-3	Great commission	C
Mark	13:10	2052:39-40	193:0.4/10-11	Go preach love of God	C
Mark	13:10	2054:41-42	193:2.2/46-47	Great Commission	C
Mark	13:10	1608:22-24	143:1.5/11-15	Go preach gospel to everyone	C
Mark	13:10	1584:4	140:9.2/6-8	Charge: go preach to the world	S
Mark	13:10	2053:14-16	193:0.5/17-19	Preach gospel to all the world	C
Mark	13:11	1584:13-15	140:9.3/12-16	Testimony of spirit within+	C
Mark	13:12	1722:45	154:6.9/4-6	Foes in own household	S
Mark	13:12	1951:29-30	180:6.1/28-29	Foes in own household	S
Mark	13:14-16	1913:26-31	176:1.4/5-13	Run for your lives!	S
Mark	13:14-19	1934:32-33	178:3.3/3-6	Apostles warned to flee	S
Mark	13:14-37	1915:37-40	176:2.8/14-19	Additions by Selta	C
Mark	13:14-37	1915:30-36	176:2.8/1-13	Confusion of warnings	S
Mark	13:19	1444:5-6	131:2.2/1-3	God created everything+	C
Mark	13:19	1454:28-29	131:10.6/4	The Creator+	C
Mark	13:19	1048:19-21	95:5.9/4-7	God created+	C
Mark	13:19	1598:38	142:3.7/3	Universal Creator+	C
Mark	13:19	74:11-12	6:1.3/8-10	God made everything+	C
Mark	13:19	1453:41-42	131:10.2/11-13	God made all things and beings+	C
Mark	13:19	34:6	2:1.2/2-3	Faithful and Divine Creator+	C
Mark	13:19	0004:12-13	000:2.9/all	God as Creator of everything+	C
Mark	13:19a	1913:31-32	176:1.4/13-20	Great tribulation	S
Mark	13:21	1536:29-30	137:8.9/1-3	Be not deceived	S
Mark	13:21-23	1913:35-38	176:1.4/20-27	Beware of false Messiah	S
Mark	13:22	1571:31-32	140:3.19/1-3	Warning of false prophets	S
Mark	13:22	1585:11	140:10.4/4-6	False prophets	S
Mark	13:24-26	1860:15-17	170:2.10/6-10	Belief in an earthly kingdom+	S
Mark	13:24-27	1863:42-47	170:4.6/1-11	End times	C
Mark	13:24-27	1860:40	170:2.14/6-7	Believe end sudden, spectacular+	C
Mark	13:26	1915:1-4	176:2.4/all	2nd coming with power	S
Mark	13:26	1591:16-17	141:4.5/15-17	Kingdom:comes in power & glory	C
